seqnames	start	end	width	strand	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand.1	geneL	codingL	Geneid	subjectHits
chr1	204182957	204183355	399	*	0.262210334638135	2.09768267710508	32485	66297	66304	8	13	4.69799708724181e-05	0.06	8.27742343942604e-05	0.11	GOLT1A	NM_198447 NP_940849 XM_017000314 XP_016855803	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	4	overlaps 5' UTR	-	15929	NA	127845	10088
chr3	113160071	113160554	484	*	0.262037954174244	2.09630363339395	280686	170034	170041	8	14	4.69799708724181e-05	0.06	8.27742343942604e-05	0.11	CFAP44	NM_001164496 NM_018338 NP_001157968 NP_060808	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	21	5' UTR	-	78649	NA	55779	45961
chr6	139116876	139117543	668	*	0.261913557359087	2.09530845887269	354512	315897	315904	8	9	4.69799708724181e-05	0.06	8.27742343942604e-05	0.11	ECT2L	NM_001077706 NM_001195037 NP_001071174 NP_001181966 XM_006715472 XM_011535795 XM_011535797 XM_017010828 XM_017010829 XM_017010830 XP_006715535 XP_011534097 XP_011534099 XP_016866317 XP_016866318 XP_016866319	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	21	5' UTR	+	107959	NA	345930	30884
chr13	97646731	97647084	354	*	0.27385113146058	1.91695792022406	113662	583607	583613	7	10	4.47428294023029e-05	0.06	0.000116331356445988	0.13	OXGR1	NM_001346194 NM_001346195 NM_001346196 NM_001346197 NM_080818 NP_001333123 NP_001333124 NP_001333125 NP_001333126 NP_543008 XM_011521077 XP_011519379	promoter	promoter	127	NA	NA	NA	4	NA	-	7710	NA	27199	25292
chr9	97401505	97402116	612	*	0.273674549526414	1.9157218466849	410030	421194	421200	7	11	4.47428294023029e-05	0.06	0.000116331356445988	0.13	FBP1	NM_000507 NM_001127628 NP_000498 NP_001121100 XM_006717005 XP_006717068	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	7	overlaps 5' UTR	-	36502	NA	2203	17861
chr12	16762789	16763480	692	*	0.272715228130597	1.90900659691418	88149	533619	533625	7	8	4.69799708724181e-05	0.06	0.000120805639386218	0.14	LMO3	NM_001001395 NM_001243609 NM_001243610 NM_001243611 NM_001243612 NM_001243613 NM_018640 NP_001001395 NP_001230538 NP_001230539 NP_001230540 NP_001230541 NP_001230542 NP_061110 NR_045012 NR_045013 NR_045014 XM_006719110 XM_006719111 XM_011520762 XM_011520763 XM_017019643 XM_024449058 XP_006719173 XP_006719174 XP_011519064 XP_011519065 XP_016875132 XP_024304826	promoter	promoter	31	NA	NA	NA	6	NA	-	61452	NA	55885	46309
chr17	9862752	9862924	173	*	0.271988510126362	1.90391957088454	165492	693611	693617	7	18	4.69799708724181e-05	0.06	0.000120805639386218	0.14	GAS7	NM_001130831 NM_003644 NM_201432 NM_201433 NP_001124303 NP_003635 NP_958836 NP_958839 XM_005256831 XM_005256832 XM_005256833 XM_005256834 XM_005256835 XM_011524044 XM_017025239 XM_017025240 XM_017025241 XM_017025242 XP_005256888 XP_005256889 XP_005256890 XP_005256891 XP_005256892 XP_011522346 XP_016880728 XP_016880729 XP_016880730 XP_016880731	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	10	5' UTR	-	48840	NA	8522	66748
chr10	105453060	105453461	402	*	0.271863316936101	1.90304321855271	56531	466573	466579	7	8	4.69799708724181e-05	0.06	0.000120805639386218	0.14	SH3PXD2A	NM_001365079 NM_014631 NP_001352008 NP_055446	overlaps 5'	overlaps 5'	0	inside intron	31	2	12	5' UTR	-	99597	NA	9644	72006
chr15	78933237	78933902	666	*	0.270483078179963	1.89338154725974	141524	639943	639949	7	11	4.92171123425332e-05	0.06	0.000120805639386218	0.14	CHRNB4	NM_000750 NM_001256567 NP_000741 NP_001243496 XM_011521186 XM_011521187 XM_011521190 XM_011521191 XM_011521192 XM_017021885 XM_017021886 XM_017021887 XM_017021888 XM_017021889 XP_011519488 XP_011519489 XP_011519492 XP_011519493 XP_011519494 XP_016877374 XP_016877375 XP_016877376 XP_016877377 XP_016877378	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	5	overlaps 5' UTR	-	16951	NA	1143	8058
chr5	172199313	172199667	355	*	0.269735536434454	1.88814875504118	333708	267932	267938	7	29	5.14542538126483e-05	0.06	0.000120805639386218	0.14	DUSP1	NM_004417 NP_004408	promoter	promoter	1110	NA	NA	NA	4	NA	-	3110	NA	1843	15829
chr2	190044110	190044841	732	*	0.298115595305512	1.78869357183307	231578	127079	127084	6	8	2.46085561712666e-05	0.06	0.00015659990290806	0.17	COL5A2	NM_000393 NP_000384 XM_011510573 XP_011508875	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	54	overlaps 5' UTR	-	147964	NA	1290	10254
chr12	16757985	16758267	283	*	0.297809009846387	1.78685405907832	88147	533576	533581	6	34	2.46085561712666e-05	0.06	0.000158837044378175	0.17	LMO3	NM_001001395 NM_001243609 NM_001243610 NM_001243611 NM_001243612 NM_001243613 NM_018640 NP_001001395 NP_001230538 NP_001230539 NP_001230540 NP_001230541 NP_001230542 NP_061110 NR_045012 NR_045013 NR_045014 XM_006719110 XM_006719111 XM_011520762 XM_011520763 XM_017019643 XM_024449058 XP_006719173 XP_006719174 XP_011519064 XP_011519065 XP_016875132 XP_024304826	inside exon	inside	46	inside exon	0	1	4	5' UTR	-	57007	NA	55885	46298
chr8	136468990	136469209	220	*	0.319810494401153	1.59905247200577	401100	405048	405052	5	11	2.46085561712666e-05	0.06	0.000270694117883933	0.27	KHDRBS3	NM_006558 NP_006549 XM_005250757 XM_005250758 XM_011516796 XM_011516797 XM_011516798 XM_011516799 XM_024447052 XM_024447053 XP_005250814 XP_005250815 XP_011515098 XP_011515099 XP_011515100 XP_011515101 XP_024302820 XP_024302821 XR_001745455 XR_001745456 XR_001745457 XR_001745458 XR_242372 XR_242374 XR_928287	promoter	promoter	507	NA	NA	NA	8	NA	+	190132	NA	10656	5576
chr9	136293271	136294076	806	*	0.319429313811892	1.59714656905946	416752	432597	432601	5	6	2.46085561712666e-05	0.06	0.000270694117883933	0.27	ADAMTS13	NM_139025 NM_139026 NM_139027 NM_139028 NP_620594 NP_620595 NP_620596 NR_024514 XM_011518176 XM_011518178 XM_011518179 XM_017014232 XM_017014233 XM_017014234 XM_017014235 XP_011516478 XP_011516480 XP_011516481 XP_016869721 XP_016869722 XP_016869723 XP_016869724 XR_001746171	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	14	inside transcription region	+	21332	NA	11093	6906
chr9	134151854	134152093	240	*	0.319333696359599	1.596668481798	416086	431437	431441	5	7	2.46085561712666e-05	0.06	0.000270694117883933	0.27	FAM78A	NM_033387 NP_203745 XM_011518567 XM_011518568 XP_011516869 XP_011516870	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	5' UTR	-	18441	NA	286336	27263
chr3	111260893	111261010	118	*	0.31919604168588	1.5959802084294	280313	169356	169360	5	8	2.46085561712666e-05	0.06	0.000270694117883933	0.27	CD96	NM_001318889 NM_005816 NM_198196 NP_001305818 NP_005807 NP_937839 NR_134917 XM_005247063 XM_006713469 XM_006713470 XM_017005521 XM_017005522 XP_005247120 XP_006713532 XP_006713533 XP_016861010 XP_016861011 XR_001739977 XR_241462 XR_924090	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	15	5' UTR	+	123671	NA	10225	4088
chr14	23834891	23834985	95	*	0.337095478740839	1.34838191496336	117847	593053	593056	4	13	2.68456976413817e-05	0.06	0.000599553913990859	0.46	EFS	NM_001277174 NM_005864 NM_032459 NP_001264103 NP_005855 NP_115835 XM_005267256 XM_024449457 XP_005267313 XP_024305225	promoter	promoter	49	NA	NA	NA	6	NA	-	9233	NA	10278	4266
chr16	89778301	89778914	614	*	0.356875611364921	1.07062683409476	162171	684939	684941	3	6	3.1319980581612e-05	0.06	0.00142058483352312	0.71	VPS9D1-AS1	NR_036480	overlaps exon downstream	inside	37	overlaps exon downstream	0	1	4	inside transcription region	+	6309	NA	100128881	364
chr3	132843552	132843565	14	*	0.391780987019394	0.783561974038788	284030	176247	176248	2	9	2.46085561712666e-05	0.06	0.00423490880292797	0.88	TMEM108	NM_001136469 NM_001282865 NM_023943 NP_001129941 NP_001269794 NP_076432	promoter	promoter	106	NA	NA	NA	4	NA	+	272948	NA	66000	54794
chr11	111411991	111412172	182	*	0.389779537733241	0.779559075466483	79558	516424	516425	2	13	2.68456976413817e-05	0.06	0.00432215732026246	0.88	LAYN	NM_001258390 NM_001258391 NM_001318799 NM_178834 NP_001245319 NP_001245320 NP_001305728 NP_849156 XM_006718769 XM_006718770 XP_006718832 XP_006718833	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	7	5' UTR	+	20411	NA	143903	11826
chr1	6301951	6302896	946	*	0.295114513712703	1.77068708227622	2138	5957	5962	6	17	2.90828391114969e-05	0.07	0.000163311327318406	0.18	HES3	NM_001024598 NP_001019769	promoter	promoter	1356	NA	NA	NA	4	NA	+	1386	NA	390992	33381
chr2	25391656	25391711	56	*	0.316990200806374	1.58495100403187	210411	88811	88815	5	12	2.68456976413817e-05	0.07	0.000277405542294278	0.27	POMC	NM_000939 NM_001035256 NM_001319204 NM_001319205 NP_000930 NP_001030333 NP_001306133 NP_001306134	promoter	promoter	97	NA	NA	NA	3	NA	-	7837	NA	5443	42080
chr7	28450687	28451011	325	*	0.314390711758422	1.57195355879211	364945	337713	337717	5	15	2.68456976413817e-05	0.07	0.000286354108174739	0.27	CREB5	NM_001011666 NM_004904 NM_182898 NM_182899 NP_001011666 NP_004895 NP_878901 NP_878902 XM_005249906 XM_011515618 XM_017012806 XM_017012807 XM_017012808 XM_017012809 XM_017012810 XM_024447005 XP_005249963 XP_011513920 XP_016868295 XP_016868296 XP_016868297 XP_016868298 XP_016868299 XP_024302773 XR_001744893	promoter	promoter	1133	NA	NA	NA	11	NA	+	413367	NA	9586	71779
chr2	37899776	37900205	430	*	0.313830652219021	1.5691532610951	212543	92818	92822	5	18	2.68456976413817e-05	0.07	0.000288591249644854	0.28	CDC42EP3	NM_001270436 NM_001270437 NM_001270438 NM_001371569 NM_001371570 NM_006449 NP_001257365 NP_001257366 NP_001257367 NP_001358498 NP_001358499 NP_006440 XM_011532482 XP_011530784	promoter	promoter	98	NA	NA	NA	2	NA	-	30653	NA	10602	5399
chr3	124931727	124931956	230	*	0.313334577126812	1.56667288563406	282369	173016	173020	5	15	2.68456976413817e-05	0.07	0.000288591249644854	0.28	SLC12A8	NM_001195483 NM_024628 NP_001182412 NP_078904	promoter	promoter	118	NA	NA	NA	8	NA	-	93996	NA	84561	65681
chr19	46801193	46801672	480	*	0.313156766021757	1.56578383010879	202325	771993	771997	5	5	2.68456976413817e-05	0.07	0.000288591249644854	0.28	HIF3A	NM_022462 NM_152794 NM_152795 NM_152796 NP_071907 NP_690007 NP_690008 NP_690009 XM_005259152 XM_005259153 XM_005259155 XM_005259156 XM_017027132 XM_017027133 XM_017027134 XM_017027135 XM_017027136 XM_017027137 XM_017027138 XM_017027139 XM_017027140 XM_017027141 XM_017027142 XM_024451649 XP_005259209 XP_005259210 XP_005259212 XP_005259213 XP_016882621 XP_016882622 XP_016882623 XP_016882624 XP_016882625 XP_016882626 XP_016882627 XP_016882628 XP_016882629 XP_016882630 XP_016882631 XP_024307417 XR_001753736 XR_002958343 XR_935849	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	14	5' UTR	+	45057	NA	64344	52700
chr12	99548757	99548950	194	*	0.312855963781625	1.56427981890813	98530	554137	554141	5	12	2.68456976413817e-05	0.07	0.000288591249644854	0.28	ANKS1B	NM_001204065 NM_001204066 NM_001204067 NM_001204068 NM_001204069 NM_001204070 NM_001204079 NM_001204080 NM_001204081 NM_001352185 NM_001352186 NM_001352187 NM_001352188 NM_001352189 NM_001352190 NM_001352191 NM_001352192 NM_001352193 NM_001352194 NM_001352195 NM_001352196 NM_001352197 NM_001352198 NM_001352199 NM_001352200 NM_001352201 NM_001352202 NM_001352203 NM_001352204 NM_001352205 NM_001352206 NM_001352207 NM_001352208 NM_001352209 NM_001352210 NM_001352211 NM_001352212 NM_001352213 NM_001352214 NM_001352216 NM_001352217 NM_001352218 NM_001352219 NM_001352220 NM_001352221 NM_001352222 NM_001352223 NM_001352224 NM_001352225 NM_020140 NM_152788 NM_181670 NP_001190994 NP_001190995 NP_001190996 NP_001190997 NP_001190998 NP_001190999 NP_001191008 NP_001191009 NP_001191010 NP_001339114 NP_001339115 NP_001339116 NP_001339117 NP_001339118 NP_001339119 NP_001339120 NP_001339121 NP_001339122 NP_001339123 NP_001339124 NP_001339125 NP_001339126 NP_001339127 NP_001339128 NP_001339129 NP_001339130 NP_001339131 NP_001339132 NP_001339133 NP_001339134 NP_001339135 NP_001339136 NP_001339137 NP_001339138 NP_001339139 NP_001339140 NP_001339141 NP_001339142 NP_001339143 NP_001339145 NP_001339146 NP_001339147 NP_001339148 NP_001339149 NP_001339150 NP_001339151 NP_001339152 NP_001339153 NP_001339154 NP_064525 NP_690001 NP_858056 XM_005269029 XM_006719504 XM_006719505 XM_006719507 XM_006719508 XM_006719510 XM_006719512 XM_006719513 XM_006719514 XM_011538571 XM_017019652 XM_017019653 XM_017019654 XM_017019655 XM_017019656 XM_017019657 XM_017019658 XM_024449060 XM_024449061 XM_024449062 XM_024449063 XM_024449064 XM_024449065 XM_024449066 XM_024449067 XM_024449068 XM_024449069 XM_024449070 XP_005269086 XP_006719567 XP_006719568 XP_006719570 XP_006719571 XP_006719573 XP_006719575 XP_006719576 XP_006719577 XP_011536873 XP_016875141 XP_016875142 XP_016875143 XP_016875144 XP_016875145 XP_016875146 XP_016875147 XP_024304828 XP_024304829 XP_024304830 XP_024304831 XP_024304832 XP_024304833 XP_024304834 XP_024304835 XP_024304836 XP_024304837 XP_024304838 XR_001748815	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	12	5' UTR	-	411116	NA	56899	47322
chr2	233498858	233499637	780	*	0.312653453924552	1.56326726962276	237684	138368	138372	5	20	2.68456976413817e-05	0.07	0.000288591249644854	0.28	EFHD1	NM_001243252 NM_001308395 NM_025202 NP_001230181 NP_001295324 NP_079478	inside intron	inside	651	inside intron	-141	1	4	inside transcription region	+	49284	NA	80303	62513
chr20	50722209	50722929	721	*	0.312595441300941	1.5629772065047	249350	798476	798480	5	17	2.90828391114969e-05	0.07	0.000290828391114969	0.28	ZFP64	NM_001319146 NM_018197 NM_022088 NM_199426 NM_199427 NP_001306075 NP_060667 NP_071371 NP_955458 NP_955459 XM_005260449 XM_006723822 XM_011528900 XM_017027945 XM_017027946 XM_017027947 XM_017027948 XM_017027949 XP_005260506 XP_006723885 XP_011527202 XP_016883434 XP_016883435 XP_016883436 XP_016883437 XP_016883438	promoter	promoter	186	NA	NA	NA	5	NA	-	21473	NA	55734	45747
chr11	128761180	128761419	240	*	0.308964622959784	1.54482311479892	83398	523886	523890	5	11	2.90828391114969e-05	0.07	0.000315436947286236	0.29	KCNJ5	NM_000890 NM_001354169 NP_000881 NP_001341098 XM_011542809 XM_011542810 XP_011541111 XP_011541112	overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	5' UTR	+	26638	NA	3762	32264
chr22	29426511	29426832	322	*	0.304814317233011	1.52407158616505	260659	820497	820501	5	5	4.25056879321878e-05	0.07	0.000344519786397732	0.32	ZNRF3-AS1	NR_046851	inside intron	inside	632	inside intron	239	2	3	inside transcription region	-	6477	NA	100874123	3405
chr2	219849133	219849782	650	*	0.304022753572198	1.52011376786099	235558	134274	134278	5	9	4.69799708724181e-05	0.07	0.000351231210808078	0.32	FEV	NM_017521 NP_059991	covers exon(s)	inside	597	covers exon(s)	0	1	3	inside transcription region	-	4570	NA	54738	42691
chr17	43044484	43044987	504	*	0.301393238551869	1.50696619275935	172318	708248	708252	5	20	5.14542538126483e-05	0.07	0.000364654059628769	0.32	C1QL1	NM_006688 NP_006679	overlaps exon downstream	inside	657	overlaps exon downstream	0	1	2	inside transcription region	-	8583	NA	10882	6229
chr6	2876762	2876805	44	*	0.354825476169337	1.06447642850801	336653	274155	274157	3	6	3.35571220517272e-05	0.07	0.00144519338969438	0.71	SERPINB9P1	NM_182544 NR_033851	promoter	promoter	18	NA	NA	NA	2	NA	-	21853	NA	221756	18194
chr10	103534501	103534934	434	*	0.353596253278497	1.06078875983549	55975	465312	465314	3	12	3.57942635218423e-05	0.07	0.00146980194586565	0.71	FGF8	NM_001206389 NM_006119 NM_033163 NM_033164 NM_033165 NP_001193318 NP_006110 NP_149353 NP_149354 NP_149355	overlaps exon upstream	inside	825	overlaps exon upstream	0	2	4	overlaps 5' UTR	-	5872	NA	2253	18466
chr18	30352975	30353000	26	*	0.353101753328906	1.05930525998672	184905	734902	734904	3	13	3.57942635218423e-05	0.07	0.00147875051174611	0.71	KLHL14	NM_020805 NP_065856 XM_011526109 XP_011524411	promoter	promoter	1	NA	NA	NA	9	NA	-	100340	NA	57565	48897
chr19	19739792	19739820	29	*	0.353001448965143	1.05900434689543	197529	760934	760936	3	13	3.57942635218423e-05	0.07	0.00147875051174611	0.71	LPAR2	NM_004720 NP_004711 XM_017027468 XM_017027469 XM_024451774 XP_016882957 XP_016882958 XP_024307542	promoter	promoter	53	NA	NA	NA	6	NA	-	5273	NA	9170	69782
chr6	37667057	37667101	45	*	0.38083163412103	0.76166326824206	344030	296897	296898	2	16	3.35571220517272e-05	0.07	0.00478748274604641	0.92	MDGA1	NM_153487 NP_705691 XM_006715056 XM_017010734 XP_006715119 XP_016866223 XR_926140 XR_926141 XR_926142	promoter	promoter	1291	NA	NA	NA	17	NA	-	65482	NA	266727	24530
chr19	45579378	45579541	164	*	0.378203254132302	0.756406508264605	201876	770863	770864	2	12	4.02685464620726e-05	0.07	0.00492842265866367	0.93	ZNF296	NM_145288 NP_660331	inside exon	inside	147	inside exon	0	1	3	inside transcription region	-	4930	NA	162979	14431
chr5	159626770	159626772	3	*	0.37789046552677	0.75578093105354	332208	265337	265338	2	3	4.02685464620726e-05	0.07	0.00495079407336482	0.93	FABP6	NM_001040442 NM_001130958 NM_001445 NP_001035532 NP_001124430 NP_001436	inside intron	inside	722	inside intron	-605	1	6	inside transcription region	+	39681	NA	2172	17514
chr11	101980494	101980807	314	*	0.377740624822506	0.755481249645012	78499	514482	514483	2	14	4.02685464620726e-05	0.07	0.00496197978071539	0.93	YAP1	NM_001130145 NM_001195044 NM_001195045 NM_001282097 NM_001282098 NM_001282099 NM_001282100 NM_001282101 NM_006106 NP_001123617 NP_001181973 NP_001181974 NP_001269026 NP_001269027 NP_001269028 NP_001269029 NP_001269030 NP_006097 XM_005271378 XM_005271380 XM_005271381 XM_005271383 XM_011542555 XM_011542556 XM_017017093 XP_005271435 XP_005271437 XP_005271438 XP_005271440 XP_011540857 XP_011540858 XP_016872582	promoter	promoter	385	NA	NA	NA	8	NA	+	122962	NA	10413	4744
chr6	4775203	4775222	20	*	0.376951517112965	0.753903034225931	337189	275146	275147	2	11	4.02685464620726e-05	0.07	0.0050067226101177	0.93	CDYL	NM_001143970 NM_001143971 NM_001368125 NM_001368126 NM_001368127 NM_004824 NM_170752 NP_001137442 NP_001137443 NP_001355054 NP_001355055 NP_001355056 NP_004815	promoter	promoter	1458	NA	NA	NA	6	NA	+	179098	NA	9425	71225
chr17	74865838	74865925	88	*	0.376108582362375	0.752217164724749	179022	721870	721871	2	2	4.02685464620726e-05	0.07	0.00507383685422115	0.93	MGAT5B	NM_001199172 NM_144677 NM_198955 NP_001186101 NP_653278 NP_945193 XM_006721707 XM_011524350 XM_011524352 XM_011524354 XM_017024200 XP_006721770 XP_011522652 XP_011522654 XP_011522656 XP_016879689 XR_934377	inside intron	inside	1040	inside intron	-658	1	18	inside transcription region	+	81673	NA	146664	12245
chr7	114055074	114055419	346	*	0.263073919257605	1.84151743480324	375973	358466	358472	7	7	7.15885270436847e-05	0.08	0.000125279922326448	0.14	FOXP2	NM_001172766 NM_001172767 NM_014491 NM_148898 NM_148899 NM_148900 NP_001166237 NP_001166238 NP_055306 NP_683696 NP_683697 NP_683698 NR_033766 NR_033767 XM_017012801 XP_016868290	overlaps exon downstream	inside	22	overlaps exon downstream	0	1	17	5' UTR	+	278775	NA	93986	71021
chr5	79330943	79331477	535	*	0.29424597329435	1.7654758397661	321903	246124	246129	6	13	3.1319980581612e-05	0.08	0.000167785610258636	0.19	THBS4	NM_001306212 NM_001306213 NM_001306214 NM_003248 NP_001293141 NP_001293142 NP_001293143 NP_003239 XM_017009798 XM_017009799 XP_016865287 XP_016865288 XR_002956176	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	22	overlaps 5' UTR	+	47937	NA	7060	56592
chr2	63275034	63275868	835	*	0.29328544602065	1.7597126761239	216072	98849	98854	6	51	3.1319980581612e-05	0.08	0.000167785610258636	0.19	LOC100132215	NR_027069 NR_033389	overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	4	5' UTR	-	4556	NA	100132215	672
chr17	40932199	40932515	317	*	0.292796328015457	1.75677796809274	171626	706506	706511	6	9	3.1319980581612e-05	0.08	0.000170022751728751	0.2	WNK4	NM_001321299 NM_032387 NP_001308228 NP_115763 XM_017024962 XM_017024966 XP_016880451 XP_016880455	promoter	promoter	134	NA	NA	NA	18	NA	+	16435	NA	65266	54195
chr5	94955575	94955824	250	*	0.292230172727615	1.75338103636569	323343	248594	248599	6	10	3.57942635218423e-05	0.08	0.000174497034668981	0.2	GPR150	NM_199243 NP_954713	promoter	promoter	156	NA	NA	NA	1	NA	+	1304	NA	285601	27005
chr5	172199013	172199278	266	*	0.290484010512049	1.74290406307229	333708	267925	267930	6	29	3.57942635218423e-05	0.08	0.000178971317609212	0.2	DUSP1	NM_004417 NP_004408	promoter	promoter	810	NA	NA	NA	4	NA	-	3110	NA	1843	15829
chr1	6304199	6304499	301	*	0.290048176926893	1.74028906156136	2138	5968	5973	6	17	3.57942635218423e-05	0.08	0.000178971317609212	0.2	HES3	NM_001024598 NP_001019769	overlaps 5'	overlaps 5'	0	covers exon(s)	0	2	4	overlaps 5' UTR	+	1386	NA	390992	33381
chr5	43017351	43018443	1093	*	0.289874039086801	1.73924423452081	317975	239147	239152	6	12	3.57942635218423e-05	0.08	0.000178971317609212	0.2	LOC648987	NR_034085 NR_034086 NR_104649 NR_104650 NR_104651	inside exon	inside	470	inside exon	0	1	1	inside transcription region	-	2763	NA	648987	53749
